# t(s)   x_grid(m)   x_solar(m)   bubble_x_grid(m)   bubble_x_solar(m)
9.688264906e-04  1.452141e+06  1.452141e+06  1.452141e+06  1.452141e+06
9.688577623e-04  1.452188e+06  1.452188e+06  1.452188e+06  1.452188e+06
9.688890339e-04  1.452235e+06  1.452235e+06  1.452235e+06  1.452235e+06
9.689203055e-04  1.452282e+06  1.452282e+06  1.452282e+06  1.452282e+06
9.689515772e-04  1.452329e+06  1.452329e+06  1.452329e+06  1.452329e+06
9.689828488e-04  1.452376e+06  1.452376e+06  1.452376e+06  1.452376e+06
9.690141204e-04  1.452423e+06  1.452423e+06  1.452423e+06  1.452423e+06
9.690453921e-04  1.452469e+06  1.452469e+06  1.452469e+06  1.452469e+06
9.690766637e-04  1.452516e+06  1.452516e+06  1.452516e+06  1.452516e+06
9.691079353e-04  1.452563e+06  1.452563e+06  1.452563e+06  1.452563e+06
9.691392070e-04  1.452610e+06  1.452610e+06  1.452610e+06  1.452610e+06
9.691704786e-04  1.452657e+06  1.452657e+06  1.452657e+06  1.452657e+06
9.692017502e-04  1.452704e+06  1.452704e+06  1.452704e+06  1.452704e+06
9.692330219e-04  1.452751e+06  1.452751e+06  1.452751e+06  1.452751e+06
9.692642935e-04  1.452798e+06  1.452798e+06  1.452798e+06  1.452798e+06
9.692955651e-04  1.452844e+06  1.452844e+06  1.452844e+06  1.452844e+06
9.693268368e-04  1.452891e+06  1.452891e+06  1.452891e+06  1.452891e+06
9.693581084e-04  1.452938e+06  1.452938e+06  1.452938e+06  1.452938e+06
9.693893800e-04  1.452985e+06  1.452985e+06  1.452985e+06  1.452985e+06
9.694206517e-04  1.453032e+06  1.453032e+06  1.453032e+06  1.453032e+06
9.694519233e-04  1.453079e+06  1.453079e+06  1.453079e+06  1.453079e+06
9.694831949e-04  1.453126e+06  1.453126e+06  1.453126e+06  1.453126e+06
9.695144666e-04  1.453173e+06  1.453173e+06  1.453173e+06  1.453173e+06
9.695457382e-04  1.453219e+06  1.453219e+06  1.453219e+06  1.453219e+06
9.695770098e-04  1.453266e+06  1.453266e+06  1.453266e+06  1.453266e+06
9.696082815e-04  1.453313e+06  1.453313e+06  1.453313e+06  1.453313e+06
9.696395531e-04  1.453360e+06  1.453360e+06  1.453360e+06  1.453360e+06
9.696708247e-04  1.453407e+06  1.453407e+06  1.453407e+06  1.453407e+06
9.697020964e-04  1.453454e+06  1.453454e+06  1.453454e+06  1.453454e+06
9.697333680e-04  1.453501e+06  1.453501e+06  1.453501e+06  1.453501e+06
9.697646396e-04  1.453548e+06  1.453548e+06  1.453548e+06  1.453548e+06
9.697959113e-04  1.453594e+06  1.453594e+06  1.453594e+06  1.453594e+06
9.698271829e-04  1.453641e+06  1.453641e+06  1.453641e+06  1.453641e+06
9.698584545e-04  1.453688e+06  1.453688e+06  1.453688e+06  1.453688e+06
9.698897262e-04  1.453735e+06  1.453735e+06  1.453735e+06  1.453735e+06
9.699209978e-04  1.453782e+06  1.453782e+06  1.453782e+06  1.453782e+06
9.699522694e-04  1.453829e+06  1.453829e+06  1.453829e+06  1.453829e+06
9.699835411e-04  1.453876e+06  1.453876e+06  1.453876e+06  1.453876e+06
9.700148127e-04  1.453923e+06  1.453923e+06  1.453923e+06  1.453923e+06
9.700460843e-04  1.453969e+06  1.453969e+06  1.453969e+06  1.453969e+06
9.700773560e-04  1.454016e+06  1.454016e+06  1.454016e+06  1.454016e+06
9.701086276e-04  1.454063e+06  1.454063e+06  1.454063e+06  1.454063e+06
9.701398992e-04  1.454110e+06  1.454110e+06  1.454110e+06  1.454110e+06
9.701711709e-04  1.454157e+06  1.454157e+06  1.454157e+06  1.454157e+06
9.702024425e-04  1.454204e+06  1.454204e+06  1.454204e+06  1.454204e+06
9.702337142e-04  1.454251e+06  1.454251e+06  1.454251e+06  1.454251e+06
9.702649858e-04  1.454298e+06  1.454298e+06  1.454298e+06  1.454298e+06
9.702962574e-04  1.454344e+06  1.454344e+06  1.454344e+06  1.454344e+06
9.703275291e-04  1.454391e+06  1.454391e+06  1.454391e+06  1.454391e+06
9.703588007e-04  1.454438e+06  1.454438e+06  1.454438e+06  1.454438e+06
9.703900723e-04  1.454485e+06  1.454485e+06  1.454485e+06  1.454485e+06
9.704213440e-04  1.454532e+06  1.454532e+06  1.454532e+06  1.454532e+06
9.704526156e-04  1.454579e+06  1.454579e+06  1.454579e+06  1.454579e+06
9.704838872e-04  1.454626e+06  1.454626e+06  1.454626e+06  1.454626e+06
9.705151589e-04  1.454673e+06  1.454673e+06  1.454673e+06  1.454673e+06
9.705464305e-04  1.454719e+06  1.454719e+06  1.454719e+06  1.454719e+06
9.705777021e-04  1.454766e+06  1.454766e+06  1.454766e+06  1.454766e+06
9.706089738e-04  1.454813e+06  1.454813e+06  1.454813e+06  1.454813e+06
9.706402454e-04  1.454860e+06  1.454860e+06  1.454860e+06  1.454860e+06
9.706715170e-04  1.454907e+06  1.454907e+06  1.454907e+06  1.454907e+06
9.707027887e-04  1.454954e+06  1.454954e+06  1.454954e+06  1.454954e+06
9.707340603e-04  1.455001e+06  1.455001e+06  1.455001e+06  1.455001e+06
9.707653319e-04  1.455048e+06  1.455048e+06  1.455048e+06  1.455048e+06
9.707966036e-04  1.455094e+06  1.455094e+06  1.455094e+06  1.455094e+06
9.708278752e-04  1.455141e+06  1.455141e+06  1.455141e+06  1.455141e+06
9.708591468e-04  1.455188e+06  1.455188e+06  1.455188e+06  1.455188e+06
9.708904185e-04  1.455235e+06  1.455235e+06  1.455235e+06  1.455235e+06
9.709216901e-04  1.455282e+06  1.455282e+06  1.455282e+06  1.455282e+06
9.709529617e-04  1.455329e+06  1.455329e+06  1.455329e+06  1.455329e+06
9.709842334e-04  1.455376e+06  1.455376e+06  1.455376e+06  1.455376e+06
9.710155050e-04  1.455423e+06  1.455423e+06  1.455423e+06  1.455423e+06
9.710467766e-04  1.455469e+06  1.455469e+06  1.455469e+06  1.455469e+06
9.710780483e-04  1.455516e+06  1.455516e+06  1.455516e+06  1.455516e+06
9.711093199e-04  1.455563e+06  1.455563e+06  1.455563e+06  1.455563e+06
9.711405915e-04  1.455610e+06  1.455610e+06  1.455610e+06  1.455610e+06
9.711718632e-04  1.455657e+06  1.455657e+06  1.455657e+06  1.455657e+06
9.712031348e-04  1.455704e+06  1.455704e+06  1.455704e+06  1.455704e+06
9.712344064e-04  1.455751e+06  1.455751e+06  1.455751e+06  1.455751e+06
9.712656781e-04  1.455798e+06  1.455798e+06  1.455798e+06  1.455798e+06
9.712969497e-04  1.455844e+06  1.455844e+06  1.455844e+06  1.455844e+06
9.713282213e-04  1.455891e+06  1.455891e+06  1.455891e+06  1.455891e+06
9.713594930e-04  1.455938e+06  1.455938e+06  1.455938e+06  1.455938e+06
9.713907646e-04  1.455985e+06  1.455985e+06  1.455985e+06  1.455985e+06
9.714220362e-04  1.456032e+06  1.456032e+06  1.456032e+06  1.456032e+06
9.714533079e-04  1.456079e+06  1.456079e+06  1.456079e+06  1.456079e+06
9.714845795e-04  1.456126e+06  1.456126e+06  1.456126e+06  1.456126e+06
9.715158511e-04  1.456173e+06  1.456173e+06  1.456173e+06  1.456173e+06
9.715471228e-04  1.456219e+06  1.456219e+06  1.456219e+06  1.456219e+06
9.715783944e-04  1.456266e+06  1.456266e+06  1.456266e+06  1.456266e+06
9.716096660e-04  1.456313e+06  1.456313e+06  1.456313e+06  1.456313e+06
9.716409377e-04  1.456360e+06  1.456360e+06  1.456360e+06  1.456360e+06
9.716722093e-04  1.456407e+06  1.456407e+06  1.456407e+06  1.456407e+06
9.717034809e-04  1.456454e+06  1.456454e+06  1.456454e+06  1.456454e+06
9.717347526e-04  1.456501e+06  1.456501e+06  1.456501e+06  1.456501e+06
9.717660242e-04  1.456548e+06  1.456548e+06  1.456548e+06  1.456548e+06
9.717972958e-04  1.456594e+06  1.456594e+06  1.456594e+06  1.456594e+06
9.718285675e-04  1.456641e+06  1.456641e+06  1.456641e+06  1.456641e+06
9.718598391e-04  1.456688e+06  1.456688e+06  1.456688e+06  1.456688e+06
9.718911107e-04  1.456735e+06  1.456735e+06  1.456735e+06  1.456735e+06
9.719223824e-04  1.456782e+06  1.456782e+06  1.456782e+06  1.456782e+06
9.719536540e-04  1.456829e+06  1.456829e+06  1.456829e+06  1.456829e+06
9.719849257e-04  1.456876e+06  1.456876e+06  1.456876e+06  1.456876e+06
9.720161973e-04  1.456923e+06  1.456923e+06  1.456923e+06  1.456923e+06
9.720474689e-04  1.456969e+06  1.456969e+06  1.456969e+06  1.456969e+06
9.720787406e-04  1.457016e+06  1.457016e+06  1.457016e+06  1.457016e+06
9.721100122e-04  1.457063e+06  1.457063e+06  1.457063e+06  1.457063e+06
9.721412838e-04  1.457110e+06  1.457110e+06  1.457110e+06  1.457110e+06
9.721725555e-04  1.457157e+06  1.457157e+06  1.457157e+06  1.457157e+06
9.722038271e-04  1.457204e+06  1.457204e+06  1.457204e+06  1.457204e+06
9.722350987e-04  1.457251e+06  1.457251e+06  1.457251e+06  1.457251e+06
9.722663704e-04  1.457298e+06  1.457298e+06  1.457298e+06  1.457298e+06
9.722976420e-04  1.457344e+06  1.457344e+06  1.457344e+06  1.457344e+06
9.723289136e-04  1.457391e+06  1.457391e+06  1.457391e+06  1.457391e+06
9.723601853e-04  1.457438e+06  1.457438e+06  1.457438e+06  1.457438e+06
9.723914569e-04  1.457485e+06  1.457485e+06  1.457485e+06  1.457485e+06
9.724227285e-04  1.457532e+06  1.457532e+06  1.457532e+06  1.457532e+06
9.724540002e-04  1.457579e+06  1.457579e+06  1.457579e+06  1.457579e+06
9.724852718e-04  1.457626e+06  1.457626e+06  1.457626e+06  1.457626e+06
9.725165434e-04  1.457673e+06  1.457673e+06  1.457673e+06  1.457673e+06
9.725478151e-04  1.457719e+06  1.457719e+06  1.457719e+06  1.457719e+06
9.725790867e-04  1.457766e+06  1.457766e+06  1.457766e+06  1.457766e+06
9.726103583e-04  1.457813e+06  1.457813e+06  1.457813e+06  1.457813e+06
9.726416300e-04  1.457860e+06  1.457860e+06  1.457860e+06  1.457860e+06
9.726729016e-04  1.457907e+06  1.457907e+06  1.457907e+06  1.457907e+06
9.727041732e-04  1.457954e+06  1.457954e+06  1.457954e+06  1.457954e+06
9.727354449e-04  1.458001e+06  1.458001e+06  1.458001e+06  1.458001e+06
9.727667165e-04  1.458048e+06  1.458048e+06  1.458048e+06  1.458048e+06
9.727979881e-04  1.458094e+06  1.458094e+06  1.458094e+06  1.458094e+06
9.728292598e-04  1.458141e+06  1.458141e+06  1.458141e+06  1.458141e+06
9.728605314e-04  1.458188e+06  1.458188e+06  1.458188e+06  1.458188e+06
9.728918030e-04  1.458235e+06  1.458235e+06  1.458235e+06  1.458235e+06
9.729230747e-04  1.458282e+06  1.458282e+06  1.458282e+06  1.458282e+06
9.729543463e-04  1.458329e+06  1.458329e+06  1.458329e+06  1.458329e+06
9.729856179e-04  1.458376e+06  1.458376e+06  1.458376e+06  1.458376e+06
9.730168896e-04  1.458423e+06  1.458423e+06  1.458423e+06  1.458423e+06
9.730481612e-04  1.458469e+06  1.458469e+06  1.458469e+06  1.458469e+06
9.730794328e-04  1.458516e+06  1.458516e+06  1.458516e+06  1.458516e+06
9.731107045e-04  1.458563e+06  1.458563e+06  1.458563e+06  1.458563e+06
9.731419761e-04  1.458610e+06  1.458610e+06  1.458610e+06  1.458610e+06
9.731732477e-04  1.458657e+06  1.458657e+06  1.458657e+06  1.458657e+06
9.732045194e-04  1.458704e+06  1.458704e+06  1.458704e+06  1.458704e+06
9.732357910e-04  1.458751e+06  1.458751e+06  1.458751e+06  1.458751e+06
9.732670626e-04  1.458798e+06  1.458798e+06  1.458798e+06  1.458798e+06
9.732983343e-04  1.458844e+06  1.458844e+06  1.458844e+06  1.458844e+06
9.733296059e-04  1.458891e+06  1.458891e+06  1.458891e+06  1.458891e+06
9.733608775e-04  1.458938e+06  1.458938e+06  1.458938e+06  1.458938e+06
9.733921492e-04  1.458985e+06  1.458985e+06  1.458985e+06  1.458985e+06
9.734234208e-04  1.459032e+06  1.459032e+06  1.459032e+06  1.459032e+06
9.734546924e-04  1.459079e+06  1.459079e+06  1.459079e+06  1.459079e+06
9.734859641e-04  1.459126e+06  1.459126e+06  1.459126e+06  1.459126e+06
9.735172357e-04  1.459173e+06  1.459173e+06  1.459173e+06  1.459173e+06
9.735485073e-04  1.459219e+06  1.459219e+06  1.459219e+06  1.459219e+06
9.735797790e-04  1.459266e+06  1.459266e+06  1.459266e+06  1.459266e+06
9.736110506e-04  1.459313e+06  1.459313e+06  1.459313e+06  1.459313e+06
9.736423222e-04  1.459360e+06  1.459360e+06  1.459360e+06  1.459360e+06
9.736735939e-04  1.459407e+06  1.459407e+06  1.459407e+06  1.459407e+06
9.737048655e-04  1.459454e+06  1.459454e+06  1.459454e+06  1.459454e+06
9.737361372e-04  1.459501e+06  1.459501e+06  1.459501e+06  1.459501e+06
9.737674088e-04  1.459548e+06  1.459548e+06  1.459548e+06  1.459548e+06
9.737986804e-04  1.459594e+06  1.459594e+06  1.459594e+06  1.459594e+06
9.738299521e-04  1.459641e+06  1.459641e+06  1.459641e+06  1.459641e+06
9.738612237e-04  1.459688e+06  1.459688e+06  1.459688e+06  1.459688e+06
9.738924953e-04  1.459735e+06  1.459735e+06  1.459735e+06  1.459735e+06
9.739237670e-04  1.459782e+06  1.459782e+06  1.459782e+06  1.459782e+06
9.739550386e-04  1.459829e+06  1.459829e+06  1.459829e+06  1.459829e+06
9.739863102e-04  1.459876e+06  1.459876e+06  1.459876e+06  1.459876e+06
9.740175819e-04  1.459923e+06  1.459923e+06  1.459923e+06  1.459923e+06
9.740488535e-04  1.459969e+06  1.459969e+06  1.459969e+06  1.459969e+06
9.740801251e-04  1.460016e+06  1.460016e+06  1.460016e+06  1.460016e+06
9.741113968e-04  1.460063e+06  1.460063e+06  1.460063e+06  1.460063e+06
9.741426684e-04  1.460110e+06  1.460110e+06  1.460110e+06  1.460110e+06
9.741739400e-04  1.460157e+06  1.460157e+06  1.460157e+06  1.460157e+06
9.742052117e-04  1.460204e+06  1.460204e+06  1.460204e+06  1.460204e+06
9.742364833e-04  1.460251e+06  1.460251e+06  1.460251e+06  1.460251e+06
9.742677549e-04  1.460298e+06  1.460298e+06  1.460298e+06  1.460298e+06
9.742990266e-04  1.460344e+06  1.460344e+06  1.460344e+06  1.460344e+06
9.743302982e-04  1.460391e+06  1.460391e+06  1.460391e+06  1.460391e+06
9.743615698e-04  1.460438e+06  1.460438e+06  1.460438e+06  1.460438e+06
9.743928415e-04  1.460485e+06  1.460485e+06  1.460485e+06  1.460485e+06
9.744241131e-04  1.460532e+06  1.460532e+06  1.460532e+06  1.460532e+06
9.744553847e-04  1.460579e+06  1.460579e+06  1.460579e+06  1.460579e+06
9.744866564e-04  1.460626e+06  1.460626e+06  1.460626e+06  1.460626e+06
9.745179280e-04  1.460673e+06  1.460673e+06  1.460673e+06  1.460673e+06
9.745491996e-04  1.460719e+06  1.460719e+06  1.460719e+06  1.460719e+06
9.745804713e-04  1.460766e+06  1.460766e+06  1.460766e+06  1.460766e+06
9.746117429e-04  1.460813e+06  1.460813e+06  1.460813e+06  1.460813e+06
9.746430145e-04  1.460860e+06  1.460860e+06  1.460860e+06  1.460860e+06
9.746742862e-04  1.460907e+06  1.460907e+06  1.460907e+06  1.460907e+06
9.747055578e-04  1.460954e+06  1.460954e+06  1.460954e+06  1.460954e+06
9.747368294e-04  1.461001e+06  1.461001e+06  1.461001e+06  1.461001e+06
9.747681011e-04  1.461048e+06  1.461048e+06  1.461048e+06  1.461048e+06
9.747993727e-04  1.461094e+06  1.461094e+06  1.461094e+06  1.461094e+06
9.748306443e-04  1.461141e+06  1.461141e+06  1.461141e+06  1.461141e+06
9.748619160e-04  1.461188e+06  1.461188e+06  1.461188e+06  1.461188e+06
9.748931876e-04  1.461235e+06  1.461235e+06  1.461235e+06  1.461235e+06
9.749244592e-04  1.461282e+06  1.461282e+06  1.461282e+06  1.461282e+06
9.749557309e-04  1.461329e+06  1.461329e+06  1.461329e+06  1.461329e+06
9.749870025e-04  1.461376e+06  1.461376e+06  1.461376e+06  1.461376e+06
9.750182741e-04  1.461423e+06  1.461423e+06  1.461423e+06  1.461423e+06
9.750495458e-04  1.461469e+06  1.461469e+06  1.461469e+06  1.461469e+06
9.750808174e-04  1.461516e+06  1.461516e+06  1.461516e+06  1.461516e+06
9.751120890e-04  1.461563e+06  1.461563e+06  1.461563e+06  1.461563e+06
9.751433607e-04  1.461610e+06  1.461610e+06  1.461610e+06  1.461610e+06
9.751746323e-04  1.461657e+06  1.461657e+06  1.461657e+06  1.461657e+06
9.752059039e-04  1.461704e+06  1.461704e+06  1.461704e+06  1.461704e+06
9.752371756e-04  1.461751e+06  1.461751e+06  1.461751e+06  1.461751e+06
9.752684472e-04  1.461798e+06  1.461798e+06  1.461798e+06  1.461798e+06
9.752997188e-04  1.461844e+06  1.461844e+06  1.461844e+06  1.461844e+06
9.753309905e-04  1.461891e+06  1.461891e+06  1.461891e+06  1.461891e+06
9.753622621e-04  1.461938e+06  1.461938e+06  1.461938e+06  1.461938e+06
9.753935337e-04  1.461985e+06  1.461985e+06  1.461985e+06  1.461985e+06
9.754248054e-04  1.462032e+06  1.462032e+06  1.462032e+06  1.462032e+06
9.754560770e-04  1.462079e+06  1.462079e+06  1.462079e+06  1.462079e+06
9.754873487e-04  1.462126e+06  1.462126e+06  1.462126e+06  1.462126e+06
9.755186203e-04  1.462173e+06  1.462173e+06  1.462173e+06  1.462173e+06
9.755498919e-04  1.462219e+06  1.462219e+06  1.462219e+06  1.462219e+06
9.755811636e-04  1.462266e+06  1.462266e+06  1.462266e+06  1.462266e+06
9.756124352e-04  1.462313e+06  1.462313e+06  1.462313e+06  1.462313e+06
9.756437068e-04  1.462360e+06  1.462360e+06  1.462360e+06  1.462360e+06
9.756749785e-04  1.462407e+06  1.462407e+06  1.462407e+06  1.462407e+06
9.757062501e-04  1.462454e+06  1.462454e+06  1.462454e+06  1.462454e+06
9.757375217e-04  1.462501e+06  1.462501e+06  1.462501e+06  1.462501e+06
9.757687934e-04  1.462548e+06  1.462548e+06  1.462548e+06  1.462548e+06
9.758000650e-04  1.462594e+06  1.462594e+06  1.462594e+06  1.462594e+06
9.758313366e-04  1.462641e+06  1.462641e+06  1.462641e+06  1.462641e+06
9.758626083e-04  1.462688e+06  1.462688e+06  1.462688e+06  1.462688e+06
9.758938799e-04  1.462735e+06  1.462735e+06  1.462735e+06  1.462735e+06
9.759251515e-04  1.462782e+06  1.462782e+06  1.462782e+06  1.462782e+06
9.759564232e-04  1.462829e+06  1.462829e+06  1.462829e+06  1.462829e+06
9.759876948e-04  1.462876e+06  1.462876e+06  1.462876e+06  1.462876e+06
9.760189664e-04  1.462923e+06  1.462923e+06  1.462923e+06  1.462923e+06
9.760502381e-04  1.462969e+06  1.462969e+06  1.462969e+06  1.462969e+06
9.760815097e-04  1.463016e+06  1.463016e+06  1.463016e+06  1.463016e+06
9.761127813e-04  1.463063e+06  1.463063e+06  1.463063e+06  1.463063e+06
9.761440530e-04  1.463110e+06  1.463110e+06  1.463110e+06  1.463110e+06
9.761753246e-04  1.463157e+06  1.463157e+06  1.463157e+06  1.463157e+06
9.762065962e-04  1.463204e+06  1.463204e+06  1.463204e+06  1.463204e+06
9.762378679e-04  1.463251e+06  1.463251e+06  1.463251e+06  1.463251e+06
9.762691395e-04  1.463298e+06  1.463298e+06  1.463298e+06  1.463298e+06
9.763004111e-04  1.463344e+06  1.463344e+06  1.463344e+06  1.463344e+06
9.763316828e-04  1.463391e+06  1.463391e+06  1.463391e+06  1.463391e+06
9.763629544e-04  1.463438e+06  1.463438e+06  1.463438e+06  1.463438e+06
9.763942260e-04  1.463485e+06  1.463485e+06  1.463485e+06  1.463485e+06
9.764254977e-04  1.463532e+06  1.463532e+06  1.463532e+06  1.463532e+06
9.764567693e-04  1.463579e+06  1.463579e+06  1.463579e+06  1.463579e+06
9.764880409e-04  1.463626e+06  1.463626e+06  1.463626e+06  1.463626e+06
9.765193126e-04  1.463673e+06  1.463673e+06  1.463673e+06  1.463673e+06
9.765505842e-04  1.463719e+06  1.463719e+06  1.463719e+06  1.463719e+06
9.765818558e-04  1.463766e+06  1.463766e+06  1.463766e+06  1.463766e+06
9.766131275e-04  1.463813e+06  1.463813e+06  1.463813e+06  1.463813e+06
9.766443991e-04  1.463860e+06  1.463860e+06  1.463860e+06  1.463860e+06
9.766756707e-04  1.463907e+06  1.463907e+06  1.463907e+06  1.463907e+06
9.767069424e-04  1.463954e+06  1.463954e+06  1.463954e+06  1.463954e+06
9.767382140e-04  1.464001e+06  1.464001e+06  1.464001e+06  1.464001e+06
9.767694856e-04  1.464048e+06  1.464048e+06  1.464048e+06  1.464048e+06
9.768007573e-04  1.464094e+06  1.464094e+06  1.464094e+06  1.464094e+06
9.768320289e-04  1.464141e+06  1.464141e+06  1.464141e+06  1.464141e+06
9.768633005e-04  1.464188e+06  1.464188e+06  1.464188e+06  1.464188e+06
9.768945722e-04  1.464235e+06  1.464235e+06  1.464235e+06  1.464235e+06
9.769258438e-04  1.464282e+06  1.464282e+06  1.464282e+06  1.464282e+06
9.769571154e-04  1.464329e+06  1.464329e+06  1.464329e+06  1.464329e+06
9.769883871e-04  1.464376e+06  1.464376e+06  1.464376e+06  1.464376e+06
9.770196587e-04  1.464423e+06  1.464423e+06  1.464423e+06  1.464423e+06
9.770509303e-04  1.464469e+06  1.464469e+06  1.464469e+06  1.464469e+06
9.770822020e-04  1.464516e+06  1.464516e+06  1.464516e+06  1.464516e+06
9.771134736e-04  1.464563e+06  1.464563e+06  1.464563e+06  1.464563e+06
9.771447452e-04  1.464610e+06  1.464610e+06  1.464610e+06  1.464610e+06
9.771760169e-04  1.464657e+06  1.464657e+06  1.464657e+06  1.464657e+06
9.772072885e-04  1.464704e+06  1.464704e+06  1.464704e+06  1.464704e+06
9.772385602e-04  1.464751e+06  1.464751e+06  1.464751e+06  1.464751e+06
9.772698318e-04  1.464798e+06  1.464798e+06  1.464798e+06  1.464798e+06
9.773011034e-04  1.464844e+06  1.464844e+06  1.464844e+06  1.464844e+06
9.773323751e-04  1.464891e+06  1.464891e+06  1.464891e+06  1.464891e+06
9.773636467e-04  1.464938e+06  1.464938e+06  1.464938e+06  1.464938e+06
9.773949183e-04  1.464985e+06  1.464985e+06  1.464985e+06  1.464985e+06
9.774261900e-04  1.465032e+06  1.465032e+06  1.465032e+06  1.465032e+06
9.774574616e-04  1.465079e+06  1.465079e+06  1.465079e+06  1.465079e+06
9.774887332e-04  1.465126e+06  1.465126e+06  1.465126e+06  1.465126e+06
9.775200049e-04  1.465173e+06  1.465173e+06  1.465173e+06  1.465173e+06
9.775512765e-04  1.465219e+06  1.465219e+06  1.465219e+06  1.465219e+06
9.775825481e-04  1.465266e+06  1.465266e+06  1.465266e+06  1.465266e+06
9.776138198e-04  1.465313e+06  1.465313e+06  1.465313e+06  1.465313e+06
9.776450914e-04  1.465360e+06  1.465360e+06  1.465360e+06  1.465360e+06
9.776763630e-04  1.465407e+06  1.465407e+06  1.465407e+06  1.465407e+06
9.777076347e-04  1.465454e+06  1.465454e+06  1.465454e+06  1.465454e+06
9.777389063e-04  1.465501e+06  1.465501e+06  1.465501e+06  1.465501e+06
9.777701779e-04  1.465548e+06  1.465548e+06  1.465548e+06  1.465548e+06
9.778014496e-04  1.465594e+06  1.465594e+06  1.465594e+06  1.465594e+06
9.778327212e-04  1.465641e+06  1.465641e+06  1.465641e+06  1.465641e+06
9.778639928e-04  1.465688e+06  1.465688e+06  1.465688e+06  1.465688e+06
9.778952645e-04  1.465735e+06  1.465735e+06  1.465735e+06  1.465735e+06
9.779265361e-04  1.465782e+06  1.465782e+06  1.465782e+06  1.465782e+06
9.779578077e-04  1.465829e+06  1.465829e+06  1.465829e+06  1.465829e+06
9.779890794e-04  1.465876e+06  1.465876e+06  1.465876e+06  1.465876e+06
9.780203510e-04  1.465923e+06  1.465923e+06  1.465923e+06  1.465923e+06
9.780516226e-04  1.465969e+06  1.465969e+06  1.465969e+06  1.465969e+06
9.780828943e-04  1.466016e+06  1.466016e+06  1.466016e+06  1.466016e+06
9.781141659e-04  1.466063e+06  1.466063e+06  1.466063e+06  1.466063e+06
9.781454375e-04  1.466110e+06  1.466110e+06  1.466110e+06  1.466110e+06
9.781767092e-04  1.466157e+06  1.466157e+06  1.466157e+06  1.466157e+06
9.782079808e-04  1.466204e+06  1.466204e+06  1.466204e+06  1.466204e+06
9.782392524e-04  1.466251e+06  1.466251e+06  1.466251e+06  1.466251e+06
9.782705241e-04  1.466298e+06  1.466298e+06  1.466298e+06  1.466298e+06
9.783017957e-04  1.466344e+06  1.466344e+06  1.466344e+06  1.466344e+06
9.783330673e-04  1.466391e+06  1.466391e+06  1.466391e+06  1.466391e+06
9.783643390e-04  1.466438e+06  1.466438e+06  1.466438e+06  1.466438e+06
9.783956106e-04  1.466485e+06  1.466485e+06  1.466485e+06  1.466485e+06
9.784268822e-04  1.466532e+06  1.466532e+06  1.466532e+06  1.466532e+06
9.784581539e-04  1.466579e+06  1.466579e+06  1.466579e+06  1.466579e+06
9.784894255e-04  1.466626e+06  1.466626e+06  1.466626e+06  1.466626e+06
9.785206971e-04  1.466673e+06  1.466673e+06  1.466673e+06  1.466673e+06
9.785519688e-04  1.466719e+06  1.466719e+06  1.466719e+06  1.466719e+06
9.785832404e-04  1.466766e+06  1.466766e+06  1.466766e+06  1.466766e+06
9.786145120e-04  1.466813e+06  1.466813e+06  1.466813e+06  1.466813e+06
9.786457837e-04  1.466860e+06  1.466860e+06  1.466860e+06  1.466860e+06
9.786770553e-04  1.466907e+06  1.466907e+06  1.466907e+06  1.466907e+06
9.787083269e-04  1.466954e+06  1.466954e+06  1.466954e+06  1.466954e+06
9.787395986e-04  1.467001e+06  1.467001e+06  1.467001e+06  1.467001e+06
9.787708702e-04  1.467048e+06  1.467048e+06  1.467048e+06  1.467048e+06
9.788021418e-04  1.467094e+06  1.467094e+06  1.467094e+06  1.467094e+06
9.788334135e-04  1.467141e+06  1.467141e+06  1.467141e+06  1.467141e+06
9.788646851e-04  1.467188e+06  1.467188e+06  1.467188e+06  1.467188e+06
9.788959567e-04  1.467235e+06  1.467235e+06  1.467235e+06  1.467235e+06
9.789272284e-04  1.467282e+06  1.467282e+06  1.467282e+06  1.467282e+06
9.789585000e-04  1.467329e+06  1.467329e+06  1.467329e+06  1.467329e+06
9.789897717e-04  1.467376e+06  1.467376e+06  1.467376e+06  1.467376e+06
9.790210433e-04  1.467423e+06  1.467423e+06  1.467423e+06  1.467423e+06
9.790523149e-04  1.467469e+06  1.467469e+06  1.467469e+06  1.467469e+06
9.790835866e-04  1.467516e+06  1.467516e+06  1.467516e+06  1.467516e+06
9.791148582e-04  1.467563e+06  1.467563e+06  1.467563e+06  1.467563e+06
9.791461298e-04  1.467610e+06  1.467610e+06  1.467610e+06  1.467610e+06
9.791774015e-04  1.467657e+06  1.467657e+06  1.467657e+06  1.467657e+06
9.792086731e-04  1.467704e+06  1.467704e+06  1.467704e+06  1.467704e+06
9.792399447e-04  1.467751e+06  1.467751e+06  1.467751e+06  1.467751e+06
9.792712164e-04  1.467798e+06  1.467798e+06  1.467798e+06  1.467798e+06
9.793024880e-04  1.467844e+06  1.467844e+06  1.467844e+06  1.467844e+06
9.793337596e-04  1.467891e+06  1.467891e+06  1.467891e+06  1.467891e+06
9.793650313e-04  1.467938e+06  1.467938e+06  1.467938e+06  1.467938e+06
9.793963029e-04  1.467985e+06  1.467985e+06  1.467985e+06  1.467985e+06
9.794275745e-04  1.468032e+06  1.468032e+06  1.468032e+06  1.468032e+06
