# t(s)   rho_eff(J)   power(W)   rho_I(J)   rho_N(J)
1.038218246e-05  3.601263e+07  3.392711e+12  3.601263e+07  0.000000e+00
1.041345410e-05  3.637726e+07  1.716060e+13  3.637726e+07  0.000000e+00
1.044472573e-05  3.708591e+07  1.784109e+13  3.708591e+07  0.000000e+00
1.047599736e-05  3.749310e+07  2.239849e+12  3.749310e+07  0.000000e+00
1.050726900e-05  3.722600e+07  -1.314024e+13  3.722600e+07  0.000000e+00
1.053854063e-05  3.667127e+07  -1.121979e+13  3.667127e+07  0.000000e+00
1.056981227e-05  3.652427e+07  3.702166e+12  3.652427e+07  0.000000e+00
1.060108390e-05  3.690281e+07  1.004080e+13  3.690281e+07  0.000000e+00
1.063235553e-05  3.715226e+07  -3.996660e+12  3.715226e+07  0.000000e+00
1.066362717e-05  3.665285e+07  -2.396380e+13  3.665285e+07  0.000000e+00
1.069489880e-05  3.565348e+07  -2.550772e+13  3.565348e+07  0.000000e+00
1.072617044e-05  3.505751e+07  -4.478489e+12  3.505751e+07  0.000000e+00
1.075744207e-05  3.537338e+07  1.694831e+13  3.537338e+07  0.000000e+00
1.078871370e-05  3.611752e+07  1.682600e+13  3.611752e+07  0.000000e+00
1.081998534e-05  3.642574e+07  5.856221e+10  3.642574e+07  0.000000e+00
1.085125697e-05  3.612118e+07  -8.357877e+12  3.612118e+07  0.000000e+00
1.088252861e-05  3.590301e+07  4.801985e+12  3.590301e+07  0.000000e+00
1.091380024e-05  3.642151e+07  2.409822e+13  3.642151e+07  0.000000e+00
1.094507187e-05  3.741019e+07  2.479300e+13  3.741019e+07  0.000000e+00
1.097634351e-05  3.797214e+07  3.940662e+12  3.797214e+07  0.000000e+00
1.100761514e-05  3.765665e+07  -1.602367e+13  3.765665e+07  0.000000e+00
1.103888678e-05  3.696997e+07  -1.535278e+13  3.696997e+07  0.000000e+00
1.107015841e-05  3.669644e+07  -8.686905e+11  3.669644e+07  0.000000e+00
1.110143004e-05  3.691564e+07  4.263425e+12  3.691564e+07  0.000000e+00
1.113270168e-05  3.696309e+07  -8.971903e+12  3.696309e+07  0.000000e+00
1.116397331e-05  3.635451e+07  -2.391424e+13  3.635451e+07  0.000000e+00
1.119524495e-05  3.546741e+07  -1.991765e+13  3.546741e+07  0.000000e+00
1.122651658e-05  3.510879e+07  1.091899e+12  3.510879e+07  0.000000e+00
1.125778821e-05  3.553570e+07  1.710056e+13  3.553570e+07  0.000000e+00
1.128905985e-05  3.617832e+07  1.366784e+13  3.617832e+07  0.000000e+00
1.132033148e-05  3.639053e+07  9.977613e+11  3.639053e+07  0.000000e+00
1.135160311e-05  3.624072e+07  -8.028063e+11  3.624072e+07  0.000000e+00
1.138287475e-05  3.634032e+07  1.168969e+13  3.634032e+07  0.000000e+00
1.141414638e-05  3.697183e+07  2.120882e+13  3.697183e+07  0.000000e+00
1.144541802e-05  3.766679e+07  1.279760e+13  3.766679e+07  0.000000e+00
1.147668965e-05  3.777224e+07  -6.498996e+12  3.777224e+07  0.000000e+00
1.150796128e-05  3.726032e+07  -1.642819e+13  3.726032e+07  0.000000e+00
1.153923292e-05  3.674476e+07  -8.816439e+12  3.674476e+07  0.000000e+00
1.157050455e-05  3.670892e+07  3.238544e+12  3.670892e+07  0.000000e+00
1.160177619e-05  3.694731e+07  3.144720e+12  3.694731e+07  0.000000e+00
1.163304782e-05  3.690560e+07  -8.233071e+12  3.690560e+07  0.000000e+00
1.166431945e-05  3.643239e+07  -1.507495e+13  3.643239e+07  0.000000e+00
1.169559109e-05  3.596276e+07  -7.978798e+12  3.596276e+07  0.000000e+00
1.172686272e-05  3.593337e+07  4.167491e+12  3.593337e+07  0.000000e+00
1.175813436e-05  3.622341e+07  6.493365e+12  3.622341e+07  0.000000e+00
1.178940599e-05  3.633949e+07  -2.447814e+12  3.633949e+07  0.000000e+00
1.182067762e-05  3.607031e+07  -9.437239e+12  3.607031e+07  0.000000e+00
1.185194926e-05  3.574925e+07  -4.131120e+12  3.574925e+07  0.000000e+00
1.188322089e-05  3.581194e+07  8.054017e+12  3.581194e+07  0.000000e+00
1.191449253e-05  3.625298e+07  1.375376e+13  3.625298e+07  0.000000e+00
1.194576416e-05  3.667215e+07  8.724618e+12  3.667215e+07  0.000000e+00
1.197703579e-05  3.679864e+07  1.752010e+12  3.679864e+07  0.000000e+00
1.200830743e-05  3.678172e+07  1.607848e+12  3.678172e+07  0.000000e+00
1.203957906e-05  3.689920e+07  5.473297e+12  3.689920e+07  0.000000e+00
1.207085069e-05  3.712404e+07  3.942874e+12  3.712404e+07  0.000000e+00
1.210212233e-05  3.714580e+07  -5.155337e+12  3.714580e+07  0.000000e+00
1.213339396e-05  3.680161e+07  -1.315799e+13  3.680161e+07  0.000000e+00
1.216466560e-05  3.632286e+07  -1.169233e+13  3.632286e+07  0.000000e+00
1.219593723e-05  3.607033e+07  -3.267037e+12  3.607033e+07  0.000000e+00
1.222720886e-05  3.611853e+07  2.548265e+12  3.611853e+07  0.000000e+00
1.225848050e-05  3.622971e+07  1.568357e+12  3.622971e+07  0.000000e+00
1.228975213e-05  3.621662e+07  -7.375623e+11  3.621662e+07  0.000000e+00
1.232102377e-05  3.618358e+07  1.857048e+12  3.618358e+07  0.000000e+00
1.235229540e-05  3.633276e+07  7.123780e+12  3.633276e+07  0.000000e+00
1.238356703e-05  3.662912e+07  7.508203e+12  3.662912e+07  0.000000e+00
1.241483867e-05  3.680235e+07  1.014353e+12  3.680235e+07  0.000000e+00
1.244611030e-05  3.669256e+07  -5.276539e+12  3.669256e+07  0.000000e+00
1.247738194e-05  3.647234e+07  -4.023585e+12  3.647234e+07  0.000000e+00
1.250865357e-05  3.644092e+07  2.949940e+12  3.644092e+07  0.000000e+00
1.253992520e-05  3.665684e+07  7.094763e+12  3.665684e+07  0.000000e+00
1.257119684e-05  3.688465e+07  4.045682e+12  3.688465e+07  0.000000e+00
1.260246847e-05  3.690987e+07  -1.394990e+12  3.690987e+07  0.000000e+00
1.263374011e-05  3.679740e+07  -2.344556e+12  3.679740e+07  0.000000e+00
1.266501174e-05  3.676323e+07  8.922228e+11  3.676323e+07  0.000000e+00
1.269628337e-05  3.685320e+07  1.703992e+12  3.685320e+07  0.000000e+00
1.272755501e-05  3.686981e+07  -3.358291e+12  3.686981e+07  0.000000e+00
1.275882664e-05  3.664316e+07  -9.439646e+12  3.664316e+07  0.000000e+00
1.279009828e-05  3.627942e+07  -9.424228e+12  3.627942e+07  0.000000e+00
1.282136991e-05  3.605374e+07  -3.082525e+12  3.605374e+07  0.000000e+00
1.285264154e-05  3.608663e+07  2.677045e+12  3.608663e+07  0.000000e+00
1.288391318e-05  3.622117e+07  2.575193e+12  3.622117e+07  0.000000e+00
1.291518481e-05  3.624769e+07  -7.773546e+11  3.624769e+07  0.000000e+00
1.294645644e-05  3.617255e+07  -9.607717e+11  3.617255e+07  0.000000e+00
1.297772808e-05  3.618760e+07  3.604595e+12  3.618760e+07  0.000000e+00
1.300899971e-05  3.639800e+07  7.741639e+12  3.639800e+07  0.000000e+00
1.304027135e-05  3.667179e+07  6.386464e+12  3.667179e+07  0.000000e+00
1.307154298e-05  3.679743e+07  9.611664e+11  3.679743e+07  0.000000e+00
1.310281461e-05  3.673190e+07  -2.800072e+12  3.673190e+07  0.000000e+00
1.313408625e-05  3.662230e+07  -2.175011e+12  3.662230e+07  0.000000e+00
1.316535788e-05  3.659587e+07  -2.129672e+11  3.659587e+07  0.000000e+00
1.319662952e-05  3.660898e+07  -8.047889e+11  3.660898e+07  0.000000e+00
1.322790115e-05  3.654553e+07  -3.103604e+12  3.654553e+07  0.000000e+00
1.325917278e-05  3.641487e+07  -2.734540e+12  3.641487e+07  0.000000e+00
1.329044442e-05  3.637451e+07  2.046148e+12  3.637451e+07  0.000000e+00
1.332171605e-05  3.654284e+07  7.477209e+12  3.654284e+07  0.000000e+00
1.335298769e-05  3.684216e+07  8.386070e+12  3.684216e+07  0.000000e+00
1.338425932e-05  3.706734e+07  3.929917e+12  3.706734e+07  0.000000e+00
1.341553095e-05  3.708795e+07  -2.039320e+12  3.708795e+07  0.000000e+00
1.344680259e-05  3.693979e+07  -5.804980e+12  3.693979e+07  0.000000e+00
1.347807422e-05  3.672488e+07  -7.338936e+12  3.672488e+07  0.000000e+00
1.350934586e-05  3.648079e+07  -8.559134e+12  3.648079e+07  0.000000e+00
1.354061749e-05  3.618957e+07  -9.495587e+12  3.618957e+07  0.000000e+00
1.357188912e-05  3.588690e+07  -7.877408e+12  3.588690e+07  0.000000e+00
1.360316076e-05  3.569689e+07  -2.547976e+12  3.569689e+07  0.000000e+00
1.363443239e-05  3.572755e+07  4.127957e+12  3.572755e+07  0.000000e+00
1.366570403e-05  3.595506e+07  8.231349e+12  3.595506e+07  0.000000e+00
1.369697566e-05  3.624236e+07  8.192826e+12  3.624236e+07  0.000000e+00
1.372824729e-05  3.646747e+07  5.856198e+12  3.646747e+07  0.000000e+00
1.375951893e-05  3.660863e+07  3.782614e+12  3.660863e+07  0.000000e+00
1.379079056e-05  3.670405e+07  2.515332e+12  3.670405e+07  0.000000e+00
1.382206219e-05  3.676594e+07  1.020838e+12  3.676594e+07  0.000000e+00
1.385333383e-05  3.676789e+07  -9.335794e+11  3.676789e+07  0.000000e+00
1.388460546e-05  3.670756e+07  -2.008318e+12  3.670756e+07  0.000000e+00
1.391587710e-05  3.664229e+07  -1.101422e+12  3.664229e+07  0.000000e+00
1.394714873e-05  3.663867e+07  8.917348e+11  3.663867e+07  0.000000e+00
1.397842036e-05  3.669806e+07  1.842887e+12  3.669806e+07  0.000000e+00
1.400969200e-05  3.675393e+07  7.451164e+11  3.675393e+07  0.000000e+00
1.404096363e-05  3.674466e+07  -1.266750e+12  3.674466e+07  0.000000e+00
1.407223527e-05  3.667470e+07  -2.306030e+12  3.667470e+07  0.000000e+00
1.410350690e-05  3.660043e+07  -1.638398e+12  3.660043e+07  0.000000e+00
1.413477853e-05  3.657223e+07  5.805024e+10  3.657223e+07  0.000000e+00
1.416605017e-05  3.660407e+07  1.848112e+12  3.660407e+07  0.000000e+00
1.419732180e-05  3.668782e+07  3.256020e+12  3.668782e+07  0.000000e+00
1.422859344e-05  3.680771e+07  3.786016e+12  3.680771e+07  0.000000e+00
1.425986507e-05  3.692461e+07  2.445318e+12  3.692461e+07  0.000000e+00
1.429113670e-05  3.696065e+07  -1.519885e+12  3.696065e+07  0.000000e+00
1.432240834e-05  3.682955e+07  -7.310843e+12  3.682955e+07  0.000000e+00
1.435367997e-05  3.650340e+07  -1.240223e+13  3.650340e+07  0.000000e+00
1.438495161e-05  3.605387e+07  -1.405240e+13  3.605387e+07  0.000000e+00
1.441622324e-05  3.562452e+07  -1.114210e+13  3.562452e+07  0.000000e+00
1.444749487e-05  3.535701e+07  -4.708727e+12  3.535701e+07  0.000000e+00
1.447876651e-05  3.533002e+07  2.966232e+12  3.533002e+07  0.000000e+00
1.451003814e-05  3.554253e+07  9.573200e+12  3.554253e+07  0.000000e+00
1.454130978e-05  3.592876e+07  1.342486e+13  3.592876e+07  0.000000e+00
1.457258141e-05  3.638216e+07  1.370491e+13  3.638216e+07  0.000000e+00
1.460385304e-05  3.678591e+07  1.074025e+13  3.678591e+07  0.000000e+00
1.463512468e-05  3.705389e+07  6.083864e+12  3.705389e+07  0.000000e+00
1.466639631e-05  3.716641e+07  1.872315e+12  3.716641e+07  0.000000e+00
1.469766794e-05  3.717099e+07  -4.148236e+11  3.717099e+07  0.000000e+00
1.472893958e-05  3.714047e+07  -8.411586e+11  3.714047e+07  0.000000e+00
1.476021121e-05  3.711839e+07  -7.494813e+11  3.711839e+07  0.000000e+00
1.479148285e-05  3.709359e+07  -1.592764e+12  3.709359e+07  0.000000e+00
1.482275448e-05  3.701877e+07  -3.856498e+12  3.701877e+07  0.000000e+00
1.485402611e-05  3.685240e+07  -6.796447e+12  3.685240e+07  0.000000e+00
1.488529775e-05  3.659370e+07  -8.922799e+12  3.659370e+07  0.000000e+00
1.491656938e-05  3.629434e+07  -8.761160e+12  3.629434e+07  0.000000e+00
1.494784102e-05  3.604575e+07  -5.581072e+12  3.604575e+07  0.000000e+00
1.497911265e-05  3.594528e+07  4.595541e+10  3.594528e+07  0.000000e+00
1.501038428e-05  3.604862e+07  6.128627e+12  3.604862e+07  0.000000e+00
1.504165592e-05  3.632858e+07  9.918485e+12  3.632858e+07  0.000000e+00
1.507292755e-05  3.666895e+07  9.280038e+12  3.666895e+07  0.000000e+00
1.510419919e-05  3.690898e+07  4.037575e+12  3.690898e+07  0.000000e+00
1.513547082e-05  3.692148e+07  -3.638511e+12  3.692148e+07  0.000000e+00
1.516674245e-05  3.668142e+07  -1.018292e+13  3.668142e+07  0.000000e+00
1.519801409e-05  3.628460e+07  -1.241806e+13  3.628460e+07  0.000000e+00
1.522928572e-05  3.590475e+07  -9.159813e+12  3.590475e+07  0.000000e+00
1.526055736e-05  3.571172e+07  -1.799340e+12  3.571172e+07  0.000000e+00
1.529182899e-05  3.579222e+07  6.403074e+12  3.579222e+07  0.000000e+00
1.532310062e-05  3.611219e+07  1.194290e+13  3.611219e+07  0.000000e+00
1.535437226e-05  3.653917e+07  1.279722e+13  3.653917e+07  0.000000e+00
1.538564389e-05  3.691257e+07  9.331495e+12  3.691257e+07  0.000000e+00
1.541691552e-05  3.712279e+07  3.854685e+12  3.712279e+07  0.000000e+00
1.544818716e-05  3.715365e+07  -9.120807e+11  3.715365e+07  0.000000e+00
1.547945879e-05  3.706574e+07  -3.452363e+12  3.706574e+07  0.000000e+00
1.551073043e-05  3.693773e+07  -4.073790e+12  3.693773e+07  0.000000e+00
1.554200206e-05  3.681096e+07  -4.175304e+12  3.681096e+07  0.000000e+00
1.557327369e-05  3.667659e+07  -4.821167e+12  3.667659e+07  0.000000e+00
1.560454533e-05  3.650942e+07  -5.777811e+12  3.650942e+07  0.000000e+00
1.563581696e-05  3.631523e+07  -5.761465e+12  3.631523e+07  0.000000e+00
1.566708860e-05  3.614908e+07  -3.672413e+12  3.614908e+07  0.000000e+00
1.569836023e-05  3.608555e+07  1.847530e+11  3.608555e+07  0.000000e+00
1.572963186e-05  3.616064e+07  3.906860e+12  3.616064e+07  0.000000e+00
1.576090350e-05  3.632989e+07  5.093280e+12  3.632989e+07  0.000000e+00
1.579217513e-05  3.647919e+07  2.550168e+12  3.647919e+07  0.000000e+00
1.582344677e-05  3.648939e+07  -2.600772e+12  3.648939e+07  0.000000e+00
1.585471840e-05  3.631653e+07  -7.285969e+12  3.631653e+07  0.000000e+00
1.588599003e-05  3.603370e+07  -8.226369e+12  3.603370e+07  0.000000e+00
1.591726167e-05  3.580202e+07  -4.008911e+12  3.580202e+07  0.000000e+00
1.594853330e-05  3.578297e+07  3.861230e+12  3.578297e+07  0.000000e+00
1.597980494e-05  3.604352e+07  1.165135e+13  3.604352e+07  0.000000e+00
1.601107657e-05  3.651168e+07  1.544589e+13  3.651168e+07  0.000000e+00
1.604234820e-05  3.700955e+07  1.331094e+13  3.700955e+07  0.000000e+00
1.607361984e-05  3.734419e+07  6.310891e+12  3.734419e+07  0.000000e+00
1.610489147e-05  3.740426e+07  -2.150632e+12  3.740426e+07  0.000000e+00
1.613616311e-05  3.720969e+07  -8.208312e+12  3.720969e+07  0.000000e+00
1.616743474e-05  3.689088e+07  -9.541937e+12  3.689088e+07  0.000000e+00
1.619870637e-05  3.661290e+07  -6.438960e+12  3.661290e+07  0.000000e+00
1.622997801e-05  3.648817e+07  -1.406377e+12  3.648817e+07  0.000000e+00
1.626124964e-05  3.652494e+07  2.392885e+12  3.652494e+07  0.000000e+00
1.629252127e-05  3.663783e+07  2.986365e+12  3.663783e+07  0.000000e+00
1.632379291e-05  3.671172e+07  6.663650e+11  3.671172e+07  0.000000e+00
1.635506454e-05  3.667951e+07  -2.356719e+12  3.667951e+07  0.000000e+00
1.638633618e-05  3.656432e+07  -3.546926e+12  3.656432e+07  0.000000e+00
1.641760781e-05  3.645767e+07  -1.891039e+12  3.645767e+07  0.000000e+00
1.644887944e-05  3.644605e+07  1.260171e+12  3.644605e+07  0.000000e+00
1.648015108e-05  3.653648e+07  3.056315e+12  3.653648e+07  0.000000e+00
1.651142271e-05  3.663720e+07  1.260109e+12  3.663720e+07  0.000000e+00
1.654269435e-05  3.661530e+07  -3.842683e+12  3.661530e+07  0.000000e+00
1.657396598e-05  3.639687e+07  -9.227400e+12  3.639687e+07  0.000000e+00
1.660523761e-05  3.603818e+07  -1.099209e+13  3.603818e+07  0.000000e+00
1.663650925e-05  3.570939e+07  -7.118374e+12  3.570939e+07  0.000000e+00
1.666778088e-05  3.559298e+07  8.789368e+11  3.559298e+07  0.000000e+00
1.669905252e-05  3.576436e+07  8.759756e+12  3.576436e+07  0.000000e+00
1.673032415e-05  3.614084e+07  1.237101e+13  3.614084e+07  0.000000e+00
1.676159578e-05  3.653808e+07  1.042485e+13  3.653808e+07  0.000000e+00
1.679286742e-05  3.679285e+07  5.148512e+12  3.679285e+07  0.000000e+00
1.682413905e-05  3.686009e+07  3.414928e+11  3.686009e+07  0.000000e+00
1.685541069e-05  3.681420e+07  -1.560546e+12  3.681420e+07  0.000000e+00
1.688668232e-05  3.676249e+07  -1.025895e+12  3.676249e+07  0.000000e+00
1.691795395e-05  3.675004e+07  -3.849556e+11  3.675004e+07  0.000000e+00
1.694922559e-05  3.673841e+07  -1.254528e+12  3.673841e+07  0.000000e+00
1.698049722e-05  3.667158e+07  -2.830126e+12  3.667158e+07  0.000000e+00
1.701176886e-05  3.656141e+07  -2.688912e+12  3.656141e+07  0.000000e+00
1.704304049e-05  3.650341e+07  5.453125e+11  3.650341e+07  0.000000e+00
1.707431212e-05  3.659551e+07  5.156884e+12  3.659551e+07  0.000000e+00
1.710558376e-05  3.682593e+07  7.063612e+12  3.682593e+07  0.000000e+00
1.713685539e-05  3.703729e+07  3.097769e+12  3.703729e+07  0.000000e+00
1.716812702e-05  3.701968e+07  -5.793797e+12  3.701968e+07  0.000000e+00
1.719939866e-05  3.667493e+07  -1.435800e+13  3.667493e+07  0.000000e+00
1.723067029e-05  3.612168e+07  -1.648337e+13  3.612168e+07  0.000000e+00
1.726194193e-05  3.564401e+07  -9.835333e+12  3.564401e+07  0.000000e+00
1.729321356e-05  3.550655e+07  2.020328e+12  3.550655e+07  0.000000e+00
1.732448519e-05  3.577036e+07  1.191189e+13  3.577036e+07  0.000000e+00
1.735575683e-05  3.625156e+07  1.418560e+13  3.625156e+07  0.000000e+00
1.738702846e-05  3.665758e+07  8.724233e+12  3.665758e+07  0.000000e+00
1.741830010e-05  3.679720e+07  7.206695e+11  3.679720e+07  0.000000e+00
1.744957173e-05  3.670265e+07  -3.575069e+12  3.670265e+07  0.000000e+00
1.748084336e-05  3.657360e+07  -1.713176e+12  3.657360e+07  0.000000e+00
1.751211500e-05  3.659550e+07  3.348602e+12  3.659550e+07  0.000000e+00
1.754338663e-05  3.678303e+07  6.061997e+12  3.678303e+07  0.000000e+00
1.757465827e-05  3.697464e+07  3.119307e+12  3.697464e+07  0.000000e+00
1.760592990e-05  3.697813e+07  -3.684026e+12  3.697813e+07  0.000000e+00
1.763720153e-05  3.674423e+07  -8.868093e+12  3.674423e+07  0.000000e+00
1.766847317e-05  3.642349e+07  -7.786843e+12  3.642349e+07  0.000000e+00
1.769974480e-05  3.625721e+07  -5.880129e+11  3.625721e+07  0.000000e+00
1.773101644e-05  3.638671e+07  7.563911e+12  3.638671e+07  0.000000e+00
1.776228807e-05  3.673029e+07  1.021617e+13  3.673029e+07  0.000000e+00
1.779355970e-05  3.702566e+07  4.469475e+12  3.702566e+07  0.000000e+00
1.782483134e-05  3.700982e+07  -6.697985e+12  3.700982e+07  0.000000e+00
1.785610297e-05  3.660675e+07  -1.629799e+13  3.660675e+07  0.000000e+00
1.788737461e-05  3.599049e+07  -1.797475e+13  3.599049e+07  0.000000e+00
1.791864624e-05  3.548255e+07  -1.012498e+13  3.548255e+07  0.000000e+00
1.794991787e-05  3.535724e+07  3.215840e+12  3.535724e+07  0.000000e+00
1.798118951e-05  3.568368e+07  1.503455e+13  3.568368e+07  0.000000e+00
1.801246114e-05  3.629755e+07  1.952994e+13  3.629755e+07  0.000000e+00
1.804373277e-05  3.690515e+07  1.513267e+13  3.690515e+07  0.000000e+00
1.807500441e-05  3.724400e+07  4.813219e+12  3.724400e+07  0.000000e+00
1.810627604e-05  3.720618e+07  -5.994553e+12  3.720618e+07  0.000000e+00
1.813754768e-05  3.686908e+07  -1.231013e+13  3.686908e+07  0.000000e+00
1.816881931e-05  3.643626e+07  -1.181271e+13  3.643626e+07  0.000000e+00
1.820009094e-05  3.613027e+07  -5.551574e+12  3.613027e+07  0.000000e+00
1.823136258e-05  3.608905e+07  2.850874e+12  3.608905e+07  0.000000e+00
1.826263421e-05  3.630858e+07  9.059316e+12  3.630858e+07  0.000000e+00
1.829390585e-05  3.665565e+07  1.019474e+13  3.665565e+07  0.000000e+00
1.832517748e-05  3.694619e+07  6.282125e+12  3.694619e+07  0.000000e+00
1.835644911e-05  3.704855e+07  4.706184e+10  3.704855e+07  0.000000e+00
1.838772075e-05  3.694913e+07  -4.990172e+12  3.694913e+07  0.000000e+00
1.841899238e-05  3.673645e+07  -6.861826e+12  3.673645e+07  0.000000e+00
1.845026402e-05  3.651997e+07  -6.103780e+12  3.651997e+07  0.000000e+00
1.848153565e-05  3.635470e+07  -4.532991e+12  3.635470e+07  0.000000e+00
1.851280728e-05  3.623646e+07  -3.114909e+12  3.623646e+07  0.000000e+00
1.854407892e-05  3.615989e+07  -1.201473e+12  3.615989e+07  0.000000e+00
1.857535055e-05  3.616132e+07  1.958022e+12  3.616132e+07  0.000000e+00
1.860662219e-05  3.628235e+07  5.191752e+12  3.628235e+07  0.000000e+00
1.863789382e-05  3.648603e+07  5.639525e+12  3.648603e+07  0.000000e+00
1.866916545e-05  3.663506e+07  1.752474e+12  3.663506e+07  0.000000e+00
1.870043709e-05  3.659563e+07  -3.970147e+12  3.659563e+07  0.000000e+00
1.873170872e-05  3.638676e+07  -6.214624e+12  3.638676e+07  0.000000e+00
1.876298035e-05  3.620695e+07  -1.937540e+12  3.620695e+07  0.000000e+00
1.879425199e-05  3.626558e+07  5.624639e+12  3.626558e+07  0.000000e+00
1.882552362e-05  3.655873e+07  9.059231e+12  3.655873e+07  0.000000e+00
1.885679526e-05  3.683217e+07  4.082383e+12  3.683217e+07  0.000000e+00
1.888806689e-05  3.681406e+07  -5.190905e+12  3.681406e+07  0.000000e+00
1.891933852e-05  3.650751e+07  -9.454284e+12  3.650751e+07  0.000000e+00
1.895061016e-05  3.622276e+07  -3.796576e+12  3.622276e+07  0.000000e+00
1.898188179e-05  3.627006e+07  6.217623e+12  3.627006e+07  0.000000e+00
1.901315343e-05  3.661163e+07  9.546356e+12  3.661163e+07  0.000000e+00
1.904442506e-05  3.686712e+07  1.730062e+12  3.686712e+07  0.000000e+00
1.907569669e-05  3.671983e+07  -8.914753e+12  3.671983e+07  0.000000e+00
1.910696833e-05  3.630957e+07  -9.182179e+12  3.630957e+07  0.000000e+00
1.913823996e-05  3.614555e+07  3.957719e+12  3.614555e+07  0.000000e+00
