# t(s)   rho_eff(J)   power(W)   rho_I(J)   rho_N(J)
5.687372062e-04  3.355182e+07  -2.539029e+13  3.355182e+07  0.000000e+00
5.687684778e-04  3.287954e+07  -2.363531e+12  3.287954e+07  0.000000e+00
5.687997495e-04  3.340399e+07  3.272611e+13  3.340399e+07  0.000000e+00
5.688310211e-04  3.492634e+07  4.278169e+13  3.492634e+07  0.000000e+00
5.688622927e-04  3.607970e+07  1.359086e+13  3.607970e+07  0.000000e+00
5.688935644e-04  3.577635e+07  -2.632201e+13  3.577635e+07  0.000000e+00
5.689248360e-04  3.443343e+07  -3.676740e+13  3.443343e+07  0.000000e+00
5.689561076e-04  3.347680e+07  -1.157325e+13  3.347680e+07  0.000000e+00
5.689873793e-04  3.370961e+07  1.653469e+13  3.370961e+07  0.000000e+00
5.690186509e-04  3.451093e+07  1.683183e+13  3.451093e+07  0.000000e+00
5.690499225e-04  3.476232e+07  -4.095026e+12  3.476232e+07  0.000000e+00
5.690811942e-04  3.425482e+07  -1.503288e+13  3.425482e+07  0.000000e+00
5.691124658e-04  3.382212e+07  -1.615136e+12  3.382212e+07  0.000000e+00
5.691437374e-04  3.415380e+07  1.737710e+13  3.415380e+07  0.000000e+00
5.691750091e-04  3.490894e+07  1.751223e+13  3.490894e+07  0.000000e+00
5.692062807e-04  3.524907e+07  1.236024e+12  3.524907e+07  0.000000e+00
5.692375523e-04  3.498624e+07  -7.705831e+12  3.498624e+07  0.000000e+00
5.692688240e-04  3.476713e+07  1.438916e+12  3.476713e+07  0.000000e+00
5.693000956e-04  3.507624e+07  1.127209e+13  3.507624e+07  0.000000e+00
5.693313672e-04  3.547212e+07  1.400173e+12  3.547212e+07  0.000000e+00
5.693626389e-04  3.516381e+07  -2.048203e+13  3.516381e+07  0.000000e+00
5.693939105e-04  3.419111e+07  -2.543517e+13  3.419111e+07  0.000000e+00
5.694251821e-04  3.357301e+07  -1.569217e+12  3.357301e+07  0.000000e+00
5.694564538e-04  3.409296e+07  2.642080e+13  3.409296e+07  0.000000e+00
5.694877254e-04  3.522545e+07  2.473594e+13  3.522545e+07  0.000000e+00
5.695189970e-04  3.564003e+07  -7.509962e+12  3.564003e+07  0.000000e+00
5.695502687e-04  3.475576e+07  -3.493939e+13  3.475576e+07  0.000000e+00
5.695815403e-04  3.345481e+07  -2.702648e+13  3.345481e+07  0.000000e+00
5.696128119e-04  3.306543e+07  6.269369e+12  3.306543e+07  0.000000e+00
5.696440836e-04  3.384691e+07  2.753563e+13  3.384691e+07  0.000000e+00
5.696753552e-04  3.478760e+07  1.644182e+13  3.478760e+07  0.000000e+00
5.697066268e-04  3.487524e+07  -8.897932e+12  3.487524e+07  0.000000e+00
5.697378985e-04  3.423109e+07  -1.732600e+13  3.423109e+07  0.000000e+00
5.697691701e-04  3.379161e+07  -2.329476e+12  3.379161e+07  0.000000e+00
5.698004417e-04  3.408540e+07  1.426945e+13  3.408540e+07  0.000000e+00
5.698317134e-04  3.468407e+07  1.302485e+13  3.468407e+07  0.000000e+00
5.698629850e-04  3.490002e+07  1.350707e+11  3.490002e+07  0.000000e+00
5.698942566e-04  3.469252e+07  -4.739012e+12  3.469252e+07  0.000000e+00
5.699255283e-04  3.460362e+07  3.689428e+12  3.460362e+07  0.000000e+00
5.699567999e-04  3.492327e+07  1.078289e+13  3.492327e+07  0.000000e+00
5.699880715e-04  3.527802e+07  4.129115e+12  3.527802e+07  0.000000e+00
5.700193432e-04  3.518152e+07  -8.494345e+12  3.518152e+07  0.000000e+00
5.700506148e-04  3.474676e+07  -9.976828e+12  3.474676e+07  0.000000e+00
5.700818864e-04  3.455753e+07  1.829776e+12  3.455753e+07  0.000000e+00
5.701131581e-04  3.486120e+07  1.000216e+13  3.486120e+07  0.000000e+00
5.701444297e-04  3.518310e+07  8.697803e+11  3.518310e+07  0.000000e+00
5.701757014e-04  3.491560e+07  -1.673574e+13  3.491560e+07  0.000000e+00
5.702069730e-04  3.413639e+07  -2.132473e+13  3.413639e+07  0.000000e+00
5.702382446e-04  3.358188e+07  -5.755590e+12  3.358188e+07  0.000000e+00
5.702695163e-04  3.377642e+07  1.311580e+13  3.377642e+07  0.000000e+00
5.703007879e-04  3.440218e+07  1.469515e+13  3.440218e+07  0.000000e+00
5.703320595e-04  3.469550e+07  -5.007684e+11  3.469550e+07  0.000000e+00
5.703633312e-04  3.437086e+07  -1.216268e+13  3.437086e+07  0.000000e+00
5.703946028e-04  3.393481e+07  -5.403149e+12  3.393481e+07  0.000000e+00
5.704258744e-04  3.403293e+07  1.156527e+13  3.403293e+07  0.000000e+00
5.704571461e-04  3.465814e+07  1.823062e+13  3.465814e+07  0.000000e+00
5.704884177e-04  3.517314e+07  6.661869e+12  3.517314e+07  0.000000e+00
5.705196893e-04  3.507479e+07  -9.854018e+12  3.507479e+07  0.000000e+00
5.705509610e-04  3.455683e+07  -1.343356e+13  3.455683e+07  0.000000e+00
5.705822326e-04  3.423461e+07  -2.195474e+12  3.423461e+07  0.000000e+00
5.706135042e-04  3.441952e+07  9.179609e+12  3.441952e+07  0.000000e+00
5.706447759e-04  3.480874e+07  7.572674e+12  3.480874e+07  0.000000e+00
5.706760475e-04  3.489314e+07  -4.180212e+12  3.489314e+07  0.000000e+00
5.707073191e-04  3.454729e+07  -1.212410e+13  3.454729e+07  0.000000e+00
5.707385908e-04  3.413486e+07  -7.387263e+12  3.413486e+07  0.000000e+00
5.707698624e-04  3.408527e+07  5.289465e+12  3.408527e+07  0.000000e+00
5.708011340e-04  3.446568e+07  1.425605e+13  3.446568e+07  0.000000e+00
5.708324057e-04  3.497689e+07  1.295973e+13  3.497689e+07  0.000000e+00
5.708636773e-04  3.527623e+07  4.077459e+12  3.527623e+07  0.000000e+00
5.708949489e-04  3.523191e+07  -5.924218e+12  3.523191e+07  0.000000e+00
5.709262206e-04  3.490571e+07  -1.315163e+13  3.490571e+07  0.000000e+00
5.709574922e-04  3.440936e+07  -1.675980e+13  3.440936e+07  0.000000e+00
5.709887638e-04  3.385749e+07  -1.570207e+13  3.385749e+07  0.000000e+00
5.710200355e-04  3.342730e+07  -8.027901e+12  3.342730e+07  0.000000e+00
5.710513071e-04  3.335540e+07  5.652382e+12  3.335540e+07  0.000000e+00
5.710825787e-04  3.378082e+07  1.934496e+13  3.378082e+07  0.000000e+00
5.711138504e-04  3.456530e+07  2.441507e+13  3.456530e+07  0.000000e+00
5.711451220e-04  3.530782e+07  1.662133e+13  3.530782e+07  0.000000e+00
5.711763936e-04  3.560485e+07  7.723938e+11  3.560485e+07  0.000000e+00
5.712076653e-04  3.535613e+07  -1.222582e+13  3.535613e+07  0.000000e+00
5.712389369e-04  3.484021e+07  -1.406116e+13  3.484021e+07  0.000000e+00
5.712702085e-04  3.447670e+07  -5.783525e+12  3.447670e+07  0.000000e+00
5.713014802e-04  3.447849e+07  3.602101e+12  3.447849e+07  0.000000e+00
5.713327518e-04  3.470198e+07  5.425593e+12  3.470198e+07  0.000000e+00
5.713640234e-04  3.481782e+07  -1.192400e+12  3.481782e+07  0.000000e+00
5.713952951e-04  3.462741e+07  -9.378114e+12  3.462741e+07  0.000000e+00
5.714265667e-04  3.423128e+07  -1.130844e+13  3.423128e+07  0.000000e+00
5.714578383e-04  3.392014e+07  -4.937134e+12  3.392014e+07  0.000000e+00
5.714891100e-04  3.392250e+07  5.125330e+12  3.392250e+07  0.000000e+00
5.715203816e-04  3.424069e+07  1.208960e+13  3.424069e+07  0.000000e+00
5.715516532e-04  3.467862e+07  1.195952e+13  3.467862e+07  0.000000e+00
5.715829249e-04  3.498868e+07  5.388672e+12  3.498868e+07  0.000000e+00
5.716141965e-04  3.501565e+07  -3.413160e+12  3.501565e+07  0.000000e+00
5.716454681e-04  3.477521e+07  -9.055153e+12  3.477521e+07  0.000000e+00
5.716767398e-04  3.444931e+07  -7.896674e+12  3.444931e+07  0.000000e+00
5.717080114e-04  3.428133e+07  -8.407265e+11  3.428133e+07  0.000000e+00
5.717392830e-04  3.439673e+07  6.292708e+12  3.439673e+07  0.000000e+00
5.717705547e-04  3.467489e+07  6.778141e+12  3.467489e+07  0.000000e+00
5.718018263e-04  3.482065e+07  -8.159753e+11  3.482065e+07  0.000000e+00
5.718330979e-04  3.462386e+07  -1.022834e+13  3.462386e+07  0.000000e+00
5.718643696e-04  3.418094e+07  -1.249566e+13  3.418094e+07  0.000000e+00
5.718956412e-04  3.384234e+07  -4.385901e+12  3.384234e+07  0.000000e+00
5.719269129e-04  3.390663e+07  8.071206e+12  3.390663e+07  0.000000e+00
5.719581845e-04  3.434714e+07  1.481341e+13  3.434714e+07  0.000000e+00
5.719894561e-04  3.483311e+07  1.068658e+13  3.483311e+07  0.000000e+00
5.720207278e-04  3.501551e+07  -4.619107e+11  3.501551e+07  0.000000e+00
5.720519994e-04  3.480422e+07  -9.729796e+12  3.480422e+07  0.000000e+00
5.720832710e-04  3.440698e+07  -1.063104e+13  3.440698e+07  0.000000e+00
5.721145427e-04  3.413932e+07  -3.541643e+12  3.413932e+07  0.000000e+00
5.721458143e-04  3.418548e+07  5.406440e+12  3.418548e+07  0.000000e+00
5.721770859e-04  3.447746e+07  9.097559e+12  3.447746e+07  0.000000e+00
5.722083576e-04  3.475447e+07  4.636272e+12  3.475447e+07  0.000000e+00
5.722396292e-04  3.476743e+07  -4.028417e+12  3.476743e+07  0.000000e+00
5.722709008e-04  3.450252e+07  -8.547486e+12  3.450252e+07  0.000000e+00
5.723021725e-04  3.423284e+07  -3.385682e+12  3.423284e+07  0.000000e+00
5.723334441e-04  3.429076e+07  7.781962e+12  3.429076e+07  0.000000e+00
5.723647157e-04  3.471955e+07  1.401513e+13  3.471955e+07  0.000000e+00
5.723959874e-04  3.516732e+07  7.883945e+12  3.516732e+07  0.000000e+00
5.724272590e-04  3.521264e+07  -5.348438e+12  3.521264e+07  0.000000e+00
5.724585306e-04  3.483281e+07  -1.175966e+13  3.483281e+07  0.000000e+00
5.724898023e-04  3.447715e+07  -3.982556e+12  3.447715e+07  0.000000e+00
5.725210739e-04  3.458373e+07  9.049483e+12  3.458373e+07  0.000000e+00
5.725523455e-04  3.504313e+07  1.089168e+13  3.504313e+07  0.000000e+00
5.725836172e-04  3.526493e+07  -3.123926e+12  3.526493e+07  0.000000e+00
5.726148888e-04  3.484775e+07  -1.865748e+13  3.484775e+07  0.000000e+00
5.726461604e-04  3.409803e+07  -1.776720e+13  3.409803e+07  0.000000e+00
5.726774321e-04  3.373653e+07  -4.355934e+11  3.373653e+07  0.000000e+00
5.727087037e-04  3.407078e+07  1.388602e+13  3.407078e+07  0.000000e+00
5.727399753e-04  3.460501e+07  8.540643e+12  3.460501e+07  0.000000e+00
5.727712470e-04  3.460494e+07  -9.790504e+12  3.460494e+07  0.000000e+00
5.728025186e-04  3.399268e+07  -1.780090e+13  3.399268e+07  0.000000e+00
5.728337902e-04  3.349162e+07  -3.144947e+12  3.349162e+07  0.000000e+00
5.728650619e-04  3.379598e+07  1.974834e+13  3.379598e+07  0.000000e+00
5.728963335e-04  3.472674e+07  2.561462e+13  3.472674e+07  0.000000e+00
5.729276051e-04  3.539801e+07  7.914244e+12  3.539801e+07  0.000000e+00
5.729588768e-04  3.522173e+07  -1.349038e+13  3.522173e+07  0.000000e+00
5.729901484e-04  3.455427e+07  -1.614348e+13  3.455427e+07  0.000000e+00
5.730214200e-04  3.421206e+07  -1.395257e+12  3.421206e+07  0.000000e+00
5.730526917e-04  3.446701e+07  8.964816e+12  3.446701e+07  0.000000e+00
5.730839633e-04  3.477275e+07  1.341817e+12  3.477275e+07  0.000000e+00
5.731152349e-04  3.455093e+07  -1.211636e+13  3.455093e+07  0.000000e+00
5.731465066e-04  3.401495e+07  -9.822746e+12  3.401495e+07  0.000000e+00
5.731777782e-04  3.393658e+07  9.459597e+12  3.393658e+07  0.000000e+00
5.732090498e-04  3.460659e+07  2.223816e+13  3.460659e+07  0.000000e+00
5.732403215e-04  3.532743e+07  9.196377e+12  3.532743e+07  0.000000e+00
5.732715931e-04  3.518176e+07  -1.790555e+13  3.518176e+07  0.000000e+00
5.733028647e-04  3.420756e+07  -2.698782e+13  3.420756e+07  0.000000e+00
5.733341364e-04  3.349385e+07  -4.050960e+12  3.349385e+07  0.000000e+00
5.733654080e-04  3.395420e+07  2.712958e+13  3.395420e+07  0.000000e+00
5.733966796e-04  3.519062e+07  3.051815e+13  3.519062e+07  0.000000e+00
5.734279513e-04  3.586290e+07  4.295591e+11  3.586290e+07  0.000000e+00
5.734592229e-04  3.521749e+07  -2.993095e+13  3.521749e+07  0.000000e+00
5.734904945e-04  3.399092e+07  -2.621953e+13  3.399092e+07  0.000000e+00
5.735217662e-04  3.357763e+07  6.622167e+12  3.357763e+07  0.000000e+00
5.735530378e-04  3.440510e+07  2.970685e+13  3.440510e+07  0.000000e+00
5.735843094e-04  3.543560e+07  1.585293e+13  3.543560e+07  0.000000e+00
5.736155811e-04  3.539659e+07  -1.847571e+13  3.539659e+07  0.000000e+00
5.736468527e-04  3.428007e+07  -3.306003e+13  3.428007e+07  0.000000e+00
5.736781244e-04  3.332891e+07  -1.169125e+13  3.332891e+07  0.000000e+00
5.737093960e-04  3.354886e+07  1.954108e+13  3.354886e+07  0.000000e+00
5.737406676e-04  3.455107e+07  2.481973e+13  3.455107e+07  0.000000e+00
5.737719393e-04  3.510116e+07  1.705618e+12  3.510116e+07  0.000000e+00
5.738032109e-04  3.465775e+07  -1.773379e+13  3.465775e+07  0.000000e+00
5.738344825e-04  3.399203e+07  -8.186059e+12  3.399203e+07  0.000000e+00
5.738657542e-04  3.414576e+07  1.706395e+13  3.414576e+07  0.000000e+00
5.738970258e-04  3.505927e+07  2.345032e+13  3.505927e+07  0.000000e+00
5.739282974e-04  3.561242e+07  -1.363104e+11  3.561242e+07  0.000000e+00
5.739595691e-04  3.505074e+07  -2.560790e+13  3.505074e+07  0.000000e+00
5.739908407e-04  3.401082e+07  -1.979056e+13  3.401082e+07  0.000000e+00
5.740221123e-04  3.381298e+07  1.306664e+13  3.381298e+07  0.000000e+00
5.740533840e-04  3.482805e+07  3.366336e+13  3.482805e+07  0.000000e+00
5.740846556e-04  3.591840e+07  1.397734e+13  3.591840e+07  0.000000e+00
5.741159272e-04  3.570224e+07  -2.766966e+13  3.570224e+07  0.000000e+00
5.741471989e-04  3.418784e+07  -4.574444e+13  3.418784e+07  0.000000e+00
5.741784705e-04  3.284123e+07  -1.928954e+13  3.284123e+07  0.000000e+00
5.742097421e-04  3.298141e+07  2.406160e+13  3.298141e+07  0.000000e+00
5.742410138e-04  3.434612e+07  3.925742e+13  3.434612e+07  0.000000e+00
5.742722854e-04  3.543670e+07  1.323545e+13  3.543670e+07  0.000000e+00
5.743035570e-04  3.517391e+07  -2.351650e+13  3.517391e+07  0.000000e+00
5.743348287e-04  3.396590e+07  -3.311014e+13  3.396590e+07  0.000000e+00
5.743661003e-04  3.310310e+07  -9.988461e+12  3.310310e+07  0.000000e+00
5.743973719e-04  3.334119e+07  1.900107e+13  3.334119e+07  0.000000e+00
5.744286436e-04  3.429149e+07  2.804587e+13  3.429149e+07  0.000000e+00
5.744599152e-04  3.509527e+07  1.734686e+13  3.509527e+07  0.000000e+00
5.744911868e-04  3.537642e+07  4.662669e+12  3.537642e+07  0.000000e+00
5.745224585e-04  3.538689e+07  8.496986e+11  3.538689e+07  0.000000e+00
5.745537301e-04  3.542956e+07  1.095137e+12  3.542956e+07  0.000000e+00
5.745850017e-04  3.545538e+07  -2.400691e+12  3.545538e+07  0.000000e+00
5.746162734e-04  3.527941e+07  -8.127039e+12  3.527941e+07  0.000000e+00
5.746475450e-04  3.494709e+07  -9.718542e+12  3.494709e+07  0.000000e+00
5.746788166e-04  3.467158e+07  -7.420788e+12  3.467158e+07  0.000000e+00
5.747100883e-04  3.448297e+07  -7.893208e+12  3.448297e+07  0.000000e+00
5.747413599e-04  3.417791e+07  -1.257414e+13  3.417791e+07  0.000000e+00
5.747726315e-04  3.369654e+07  -1.289391e+13  3.369654e+07  0.000000e+00
5.748039032e-04  3.337149e+07  -1.507772e+12  3.337149e+07  0.000000e+00
5.748351748e-04  3.360224e+07  1.495850e+13  3.360224e+07  0.000000e+00
5.748664464e-04  3.430704e+07  2.067109e+13  3.430704e+07  0.000000e+00
5.748977181e-04  3.489508e+07  9.290126e+12  3.489508e+07  0.000000e+00
5.749289897e-04  3.488808e+07  -6.940534e+12  3.488808e+07  0.000000e+00
5.749602613e-04  3.446100e+07  -1.079654e+13  3.446100e+07  0.000000e+00
5.749915330e-04  3.421283e+07  -5.705922e+11  3.421283e+07  0.000000e+00
5.750228046e-04  3.442531e+07  8.261947e+12  3.442531e+07  0.000000e+00
5.750540762e-04  3.472955e+07  2.937072e+12  3.472955e+07  0.000000e+00
5.750853479e-04  3.460900e+07  -9.829588e+12  3.460900e+07  0.000000e+00
5.751166195e-04  3.411478e+07  -1.165452e+13  3.411478e+07  0.000000e+00
5.751478911e-04  3.388009e+07  4.174273e+12  3.388009e+07  0.000000e+00
5.751791628e-04  3.437585e+07  2.264358e+13  3.437585e+07  0.000000e+00
5.752104344e-04  3.529630e+07  2.321420e+13  3.529630e+07  0.000000e+00
5.752417060e-04  3.582774e+07  3.284063e+12  3.582774e+07  0.000000e+00
5.752729777e-04  3.550169e+07  -1.880304e+13  3.550169e+07  0.000000e+00
5.753042493e-04  3.465174e+07  -2.413229e+13  3.465174e+07  0.000000e+00
5.753355209e-04  3.399238e+07  -1.244502e+13  3.399238e+07  0.000000e+00
5.753667926e-04  3.387339e+07  1.303375e+12  3.387339e+07  0.000000e+00
5.753980642e-04  3.407390e+07  6.222083e+12  3.407390e+07  0.000000e+00
5.754293359e-04  3.426254e+07  5.794795e+12  3.426254e+07  0.000000e+00
5.754606075e-04  3.443632e+07  8.140414e+12  3.443632e+07  0.000000e+00
5.754918791e-04  3.477167e+07  1.169155e+13  3.477167e+07  0.000000e+00
5.755231508e-04  3.516755e+07  6.865065e+12  3.516755e+07  0.000000e+00
5.755544224e-04  3.520103e+07  -8.176300e+12  3.520103e+07  0.000000e+00
5.755856940e-04  3.465618e+07  -2.001711e+13  3.465618e+07  0.000000e+00
5.756169657e-04  3.394909e+07  -1.389215e+13  3.394909e+07  0.000000e+00
5.756482373e-04  3.378732e+07  6.353687e+12  3.378732e+07  0.000000e+00
5.756795089e-04  3.434648e+07  1.874533e+13  3.434648e+07  0.000000e+00
5.757107806e-04  3.495971e+07  7.468281e+12  3.495971e+07  0.000000e+00
5.757420522e-04  3.481357e+07  -1.656093e+13  3.481357e+07  0.000000e+00
5.757733238e-04  3.392394e+07  -2.559996e+13  3.392394e+07  0.000000e+00
5.758045955e-04  3.321246e+07  -6.969659e+12  3.321246e+07  0.000000e+00
5.758358671e-04  3.348803e+07  2.020676e+13  3.348803e+07  0.000000e+00
5.758671387e-04  3.447626e+07  2.559601e+13  3.447626e+07  0.000000e+00
5.758984104e-04  3.508889e+07  3.582034e+12  3.508889e+07  0.000000e+00
5.759296820e-04  3.470029e+07  -1.836928e+13  3.470029e+07  0.000000e+00
5.759609536e-04  3.394001e+07  -1.128508e+13  3.394001e+07  0.000000e+00
5.759922253e-04  3.399448e+07  1.969828e+13  3.399448e+07  0.000000e+00
5.760234969e-04  3.517201e+07  3.906443e+13  3.517201e+07  0.000000e+00
5.760547685e-04  3.643770e+07  2.186120e+13  3.643770e+07  0.000000e+00
5.760860402e-04  3.653928e+07  -1.595192e+13  3.653928e+07  0.000000e+00
5.761173118e-04  3.544002e+07  -3.494082e+13  3.544002e+07  0.000000e+00
5.761485834e-04  3.435397e+07  -1.784359e+13  3.435397e+07  0.000000e+00
5.761798551e-04  3.432402e+07  1.101003e+13  3.432402e+07  0.000000e+00
5.762111267e-04  3.504257e+07  1.596125e+13  3.504257e+07  0.000000e+00
5.762423983e-04  3.532229e+07  -7.075343e+12  3.532229e+07  0.000000e+00
5.762736700e-04  3.460006e+07  -2.764605e+13  3.460006e+07  0.000000e+00
5.763049416e-04  3.359321e+07  -2.053480e+13  3.359321e+07  0.000000e+00
5.763362132e-04  3.331574e+07  2.556549e+12  3.331574e+07  0.000000e+00
5.763674849e-04  3.375311e+07  9.854671e+12  3.375311e+07  0.000000e+00
5.763987565e-04  3.393208e+07  -7.079315e+12  3.393208e+07  0.000000e+00
5.764300281e-04  3.331034e+07  -2.052130e+13  3.331034e+07  0.000000e+00
5.764612998e-04  3.264862e+07  -2.911897e+12  3.264862e+07  0.000000e+00
5.764925714e-04  3.312823e+07  3.366685e+13  3.312823e+07  0.000000e+00
5.765238430e-04  3.475425e+07  4.787039e+13  3.475425e+07  0.000000e+00
5.765551147e-04  3.612220e+07  1.972796e+13  3.612220e+07  0.000000e+00
5.765863863e-04  3.598810e+07  -2.175047e+13  3.598810e+07  0.000000e+00
5.766176579e-04  3.476185e+07  -3.134462e+13  3.476185e+07  0.000000e+00
5.766489296e-04  3.402771e+07  -2.251593e+12  3.402771e+07  0.000000e+00
5.766802012e-04  3.462103e+07  2.573761e+13  3.462103e+07  0.000000e+00
5.767114728e-04  3.563742e+07  1.606913e+13  3.563742e+07  0.000000e+00
5.767427445e-04  3.562604e+07  -1.866960e+13  3.562604e+07  0.000000e+00
5.767740161e-04  3.446976e+07  -3.305372e+13  3.446976e+07  0.000000e+00
5.768052877e-04  3.355876e+07  -7.296283e+12  3.355876e+07  0.000000e+00
5.768365594e-04  3.401343e+07  2.648496e+13  3.401343e+07  0.000000e+00
5.768678310e-04  3.521521e+07  2.460549e+13  3.521521e+07  0.000000e+00
5.768991026e-04  3.555234e+07  -1.185100e+13  3.555234e+07  0.000000e+00
5.769303743e-04  3.447401e+07  -3.699596e+13  3.447401e+07  0.000000e+00
5.769616459e-04  3.323849e+07  -1.785746e+13  3.323849e+07  0.000000e+00
5.769929175e-04  3.335715e+07  2.289994e+13  3.335715e+07  0.000000e+00
5.770241892e-04  3.467073e+07  3.441450e+13  3.467073e+07  0.000000e+00
5.770554608e-04  3.550954e+07  1.802382e+12  3.550954e+07  0.000000e+00
5.770867324e-04  3.478345e+07  -3.388483e+13  3.478345e+07  0.000000e+00
5.771180041e-04  3.339028e+07  -2.615129e+13  3.339028e+07  0.000000e+00
5.771492757e-04  3.314787e+07  1.846583e+13  3.314787e+07  0.000000e+00
5.771805474e-04  3.454519e+07  4.712252e+13  3.454519e+07  0.000000e+00
5.772118190e-04  3.609506e+07  2.472040e+13  3.609506e+07  0.000000e+00
5.772430906e-04  3.609128e+07  -2.368197e+13  3.609128e+07  0.000000e+00
5.772743623e-04  3.461391e+07  -4.356893e+13  3.461391e+07  0.000000e+00
5.773056339e-04  3.336634e+07  -1.580224e+13  3.336634e+07  0.000000e+00
5.773369055e-04  3.362559e+07  2.354009e+13  3.362559e+07  0.000000e+00
5.773681772e-04  3.483862e+07  2.950682e+13  3.483862e+07  0.000000e+00
5.773994488e-04  3.547104e+07  1.088208e+12  3.547104e+07  0.000000e+00
5.774307204e-04  3.490668e+07  -2.284366e+13  3.490668e+07  0.000000e+00
5.774619921e-04  3.404233e+07  -1.432439e+13  3.404233e+07  0.000000e+00
5.774932637e-04  3.401078e+07  1.177080e+13  3.401078e+07  0.000000e+00
5.775245353e-04  3.477851e+07  2.103156e+13  3.477851e+07  0.000000e+00
5.775558070e-04  3.532616e+07  3.495974e+12  3.532616e+07  0.000000e+00
5.775870786e-04  3.499716e+07  -1.762725e+13  3.499716e+07  0.000000e+00
5.776183502e-04  3.422370e+07  -1.849386e+13  3.422370e+07  0.000000e+00
5.776496219e-04  3.384049e+07  -2.729015e+12  3.384049e+07  0.000000e+00
5.776808935e-04  3.405302e+07  8.773013e+12  3.405302e+07  0.000000e+00
5.777121651e-04  3.438919e+07  6.964162e+12  3.438919e+07  0.000000e+00
5.777434368e-04  3.448858e+07  1.958148e+12  3.448858e+07  0.000000e+00
5.777747084e-04  3.451166e+07  2.988150e+12  3.451166e+07  0.000000e+00
5.778059800e-04  3.467547e+07  4.039845e+12  3.467547e+07  0.000000e+00
5.778372517e-04  3.476432e+07  -3.512849e+12  3.476432e+07  0.000000e+00
5.778685233e-04  3.445576e+07  -1.242531e+13  3.445576e+07  0.000000e+00
5.778997949e-04  3.398720e+07  -6.678028e+12  3.398720e+07  0.000000e+00
5.779310666e-04  3.403810e+07  1.266270e+13  3.403810e+07  0.000000e+00
5.779623382e-04  3.477917e+07  2.156776e+13  3.477917e+07  0.000000e+00
5.779936098e-04  3.538701e+07  2.220335e+12  3.538701e+07  0.000000e+00
5.780248815e-04  3.491803e+07  -2.851193e+13  3.491803e+07  0.000000e+00
5.780561531e-04  3.360379e+07  -3.347977e+13  3.360379e+07  0.000000e+00
5.780874247e-04  3.282410e+07  -9.520189e+11  3.282410e+07  0.000000e+00
5.781186964e-04  3.354424e+07  3.573132e+13  3.354424e+07  0.000000e+00
5.781499680e-04  3.505885e+07  3.476235e+13  3.505885e+07  0.000000e+00
5.781812396e-04  3.571839e+07  -2.510741e+12  3.571839e+07  0.000000e+00
5.782125113e-04  3.490182e+07  -3.026718e+13  3.490182e+07  0.000000e+00
5.782437829e-04  3.382539e+07  -1.294841e+13  3.382539e+07  0.000000e+00
5.782750545e-04  3.409199e+07  2.976527e+13  3.409199e+07  0.000000e+00
5.783063262e-04  3.568700e+07  4.488652e+13  3.568700e+07  0.000000e+00
5.783375978e-04  3.689934e+07  1.013786e+13  3.689934e+07  0.000000e+00
5.783688694e-04  3.632106e+07  -3.830621e+13  3.632106e+07  0.000000e+00
5.784001411e-04  3.450354e+07  -4.891993e+13  3.450354e+07  0.000000e+00
5.784314127e-04  3.326145e+07  -1.565668e+13  3.326145e+07  0.000000e+00
5.784626843e-04  3.352432e+07  1.809425e+13  3.352432e+07  0.000000e+00
5.784939560e-04  3.439312e+07  1.521230e+13  3.439312e+07  0.000000e+00
5.785252276e-04  3.447575e+07  -1.110958e+13  3.447575e+07  0.000000e+00
5.785564992e-04  3.369829e+07  -1.919427e+13  3.369829e+07  0.000000e+00
5.785877709e-04  3.327528e+07  4.374972e+12  3.327528e+07  0.000000e+00
5.786190425e-04  3.397192e+07  2.765801e+13  3.397192e+07  0.000000e+00
5.786503141e-04  3.500510e+07  1.731128e+13  3.500510e+07  0.000000e+00
5.786815858e-04  3.505462e+07  -1.517256e+13  3.505462e+07  0.000000e+00
5.787128574e-04  3.405616e+07  -2.671097e+13  3.405616e+07  0.000000e+00
5.787441290e-04  3.338403e+07  8.539177e+11  3.338403e+07  0.000000e+00
5.787754007e-04  3.410957e+07  3.475171e+13  3.410957e+07  0.000000e+00
5.788066723e-04  3.555751e+07  3.129572e+13  3.555751e+07  0.000000e+00
5.788379439e-04  3.606690e+07  -8.071272e+12  3.606690e+07  0.000000e+00
5.788692156e-04  3.505271e+07  -3.687879e+13  3.505271e+07  0.000000e+00
5.789004872e-04  3.376038e+07  -2.119761e+13  3.376038e+07  0.000000e+00
5.789317589e-04  3.372694e+07  1.777123e+13  3.372694e+07  0.000000e+00
5.789630305e-04  3.487185e+07  3.036760e+13  3.487185e+07  0.000000e+00
5.789943021e-04  3.562623e+07  1.001254e+12  3.562623e+07  0.000000e+00
5.790255738e-04  3.493447e+07  -3.250023e+13  3.493447e+07  0.000000e+00
5.790568454e-04  3.359356e+07  -2.707738e+13  3.359356e+07  0.000000e+00
5.790881170e-04  3.324097e+07  1.102279e+13  3.324097e+07  0.000000e+00
5.791193887e-04  3.428296e+07  3.431901e+13  3.428296e+07  0.000000e+00
5.791506603e-04  3.538739e+07  1.424473e+13  3.538739e+07  0.000000e+00
5.791819319e-04  3.517387e+07  -2.282772e+13  3.517387e+07  0.000000e+00
5.792132036e-04  3.395967e+07  -2.892463e+13  3.395967e+07  0.000000e+00
